"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"12171","NC_075379.1","DNA","ssDNA(-)","Anelloviridae sp.","Anelloviridae sp.","Unknown","Anelloviridae",1871
"12172","NC_041857.1","DNA","dsDNA","Acinetobacter phage vB_AbaM-IME-AB2","Obolenskvirus AB2","Obolenskvirus","Unknown",43665
"12173","NC_055655.1","RNA","dsRNA","Chrysothrix chrysovirus 1","Alphachrysovirus chrysothricis","Alphachrysovirus","Chrysoviridae",3552
"12174","NC_026583.1","DNA","dsDNA","Mycobacterium phage Alvin","Mycobacterium phage Alvin","Fromanvirus","Unknown",49577
"12175","NC_078116.1","RNA","dsRNA","Reptilian orthoreovirus","Reptilian orthoreovirus","Orthoreovirus","Spinareoviridae",1274
"12176","NC_023744.1","DNA","dsDNA","Mycobacterium phage DS6A","Hnatkovirus DS6A","Hnatkovirus","Unknown",60588
"12177","NC_032555.1","RNA","ssRNA(-)","Beihai rhabdo-like virus 1","Peropuvirus beihaiense","Peropuvirus","Artoviridae",10551
"12178","NC_043094.1","DNA","dsDNA","Ovine adenovirus 1","Ovine mastadenovirus B","Mastadenovirus","Adenoviridae",2724
"12179","NC_010757.1","RNA","ssRNA(+/-)","Mammarenavirus flexalense","Mammarenavirus flexalense","Mammarenavirus","Arenaviridae",3410
"12180","NC_009890.1","RNA","dsRNA","Black raspberry virus F","Black raspberry virus F","Totivirus","Totiviridae",5077
"12181","NC_073750.1","DNA","ssDNA(+)","Vibrio phage VP24-2_Ke","Fobrovirus VP24","Fibrovirus","Inoviridae",7180
"12182","NC_038932.1","RNA","ssRNA(+)","Lychnis ringspot virus","Lychnis ringspot virus","Hordeivirus","Virgaviridae",3065
"12183","NC_002076.2","DNA","ssDNA(-)","Torque teno virus 1","Alphatorquevirus homin1","Alphatorquevirus","Anelloviridae",3852
"12184","NC_003003.1","RNA","ssRNA(+)","Broad bean wilt virus 2","Fabavirus betaviciae","Fabavirus","Secoviridae",5951
"12185","NC_007727.1","DNA","ssDNA(+/-)","Tomato yellow spot virus","Tomato yellow spot virus","Begomovirus","Geminiviridae",2626
"12186","NC_019524.2","DNA","dsDNA","Enterobacter phage Enc34","Enchivirus Enc34","Enchivirus","Casjensviridae",60496
"12187","NC_011043.1","DNA","dsDNA","Klebsiella phage K11","Przondovirus K11","Przondovirus","Autographiviridae",41181
"12188","NC_024298.1","RNA","ssRNA(+)","Sclerotinia sclerotiorum debilitation-associated RNA virus 2","Sclerotinia sclerotiorum debilitation-associated RNA virus 2","Unknown","Unknown",5534
"12189","NC_074613.1","RNA","RNA","ssRNA phage Gerhypos.3_8","Gredihovirus geovicinum","Gredihovirus","Steitzviridae",3941
"12190","NC_038655.1","RNA","dsRNA","Oat sterile dwarf virus","Oat sterile dwarf virus","Fijivirus","Spinareoviridae",1944
"12191","NC_010353.1","DNA","dsDNA","Streptococcus phage 858","Brussowvirus bv858","Brussowvirus","Aliceevansviridae",35543
"12192","NC_043638.1","RNA","ssRNA(-)","San Angelo virus","Orthobunyavirus angeloense","Orthobunyavirus","Peribunyaviridae",4513
"12193","NC_014084.1","DNA","ssDNA(-)","Torque teno virus 8","Torque teno virus 8","Alphatorquevirus","Anelloviridae",3790
"12194","NC_074755.1","DNA","dsDNA","Serratia phage vB_SmaS_Bigdog","Serratia phage vB_SmaS_Bigdog","Unknown","Unknown",42495
"12195","NC_025477.1","RNA","ssRNA(+)","Lilac leaf chlorosis virus","Lilac leaf chlorosis virus","Ilarvirus","Bromoviridae",3404
"12196","NC_077809.1","RNA","ssRNA(-)","La Crosse virus","Orthobunyavirus lacrosseense","Orthobunyavirus","Peribunyaviridae",4526
"12197","NC_003733.1","RNA","dsRNA","Rice black streaked dwarf virus","Rice black streaked dwarf virus","Fijivirus","Spinareoviridae",1801
"12198","NC_025407.1","RNA","ssRNA(-)","Avian metaavulavirus 11","Metaavulavirus galliense","Metaavulavirus","Paramyxoviridae",17412
"12199","NC_049447.1","DNA","dsDNA","Lactococcus phage MV10L","Skunavirus MV10L","Skunavirus","Unknown",31374
"12200","NC_074637.1","DNA","dsDNA","Pyrobaculum filamentous virus 2","Alphatristromavirus PFV2","Alphatristromavirus","Tristromaviridae",17602
"12201","NC_004426.1","RNA","ssRNA(+)","Wild potato mosaic virus","Wild potato mosaic virus","Potyvirus","Potyviridae",9878
"12202","NC_019714.1","DNA","dsDNA","Escherichia phage HK446","Kwaitsingvirus HK446","Kwaitsingvirus","Unknown",39026
"12203","NC_078653.1","RNA","ssRNA(-)","Upolu virus","Thogotovirus upoluense","Thogotovirus","Orthomyxoviridae",1984
"12204","NC_002817.1","DNA","ssDNA(+/-)","Tobacco leaf curl Zimbabwe virus","Tobacco leaf curl Zimbabwe virus","Begomovirus","Geminiviridae",2767
"12205","NC_001909.1","DNA","dsDNA","Lactococcus phage bIL170","Skunavirus bIL170","Skunavirus","Unknown",31754
"12206","NC_035452.1","RNA","ssRNA(+)","Rice virus A","Rice virus A","Unknown","Tombusviridae",4832
"12207","NC_003355.1","RNA","ssRNA(+)","Wasabi mottle virus","Wasabi mottle virus","Tobamovirus","Virgaviridae",6298
"12208","NC_055160.1","RNA","ssRNA(+)","Rabovirus D1","Rabovirus D","Rabovirus","Picornaviridae",7112
"12209","NC_016657.1","DNA","dsDNA","Cyanophage 9515-10a","Tangaroavirus tv951510a","Tangaroavirus","Autographiviridae",47055
"12210","NC_040307.1","RNA","RNA","Phytophthora infestans RNA virus 3","Phytophthora infestans RNA virus 3","Unknown","Unknown",8112
"12211","NC_043484.1","RNA","ssRNA(-)","Drosophila unispina virus 1","Drunivirus chambonense","Drunivirus","Xinmoviridae",13559
"12212","NC_078332.1","RNA","ssRNA(-)","Coleopteran phasma-related virus OKIAV235","Orthophasmavirus coleopterus","Orthophasmavirus","Phasmaviridae",6583
"12213","NC_055529.1","RNA","ssRNA(-)","Raspberry vein chlorosis virus","Cytorhabdovirus rubus","Cytorhabdovirus","Rhabdoviridae",14512
"12214","NC_073795.1","RNA","RNA","ssRNA phage SRR5466337_1","Kempsvovirus caenivivens","Kempsvovirus","Atkinsviridae",3622
"12215","NC_016073.1","DNA","dsDNA","Salmonella phage SFP10","Kuttervirus SFP10","Kuttervirus","Ackermannviridae",157950
"12216","NC_040553.1","DNA","ssDNA","Cattle blood-associated circovirus-like virus","Porprismacovirus bovas2","Porprismacovirus","Smacoviridae",2717
"12217","NC_073860.1","RNA","ssRNA(+)","ssRNA phage Esthiorhiza.4_3","Amubhivirus agrivicinum","Amubhivirus","Fiersviridae",3934
"12218","NC_047841.1","DNA","dsDNA","Klebsiella phage KPN N141","Webervirus N141","Webervirus","Drexlerviridae",49090
"12219","NC_008182.1","RNA","ssRNA(+)","Black raspberry necrosis virus","Sadwavirus rubi","Sadwavirus","Secoviridae",7581
"12220","NC_070933.1","DNA","dsDNA","Ochrobactrum phage vB_OspP_OH","Ochrobactrum phage vB_OspP_OH","Unknown","Unknown",41227
"12221","NC_033171.1","RNA","RNA","Wenzhou narna-like virus 8","Wenzhou narna-like virus 8","Unknown","Unknown",2768
"12222","NC_069745.1","DNA","dsDNA","Xanthomonas phage vB_Xar_IVIA-DoCa1","Xanthomonas phage vB_Xar_IVIA-DoCa1","Septimatrevirus","Unknown",43553
"12223","NC_070725.1","DNA","dsDNA","Streptococcus phage vB_SthS_VA214","Streptococcus phage vB_SthS_VA214","Moineauvirus","Aliceevansviridae",38253
"12224","NC_055559.1","DNA","dsDNA","Deltapolyomavirus canis","Deltapolyomavirus canis","Deltapolyomavirus","Polyomaviridae",5215
"12225","NC_025420.1","DNA","dsDNA","Lactobacillus phage Ld17","Cequinquevirus Ld17","Cequinquevirus","Unknown",32975
"12226","NC_073374.1","DNA","dsDNA","Microbacterium phage Ariadne","Microbacterium phage Ariadne","Quhwahvirus","Unknown",54347
"12227","NC_004296.1","RNA","ssRNA(+/-)","Mammarenavirus lassaense","Mammarenavirus lassaense","Mammarenavirus","Arenaviridae",3402
"12228","NC_055403.1","RNA","ssRNA(+/-)","Tres Almendras virus","Phlebovirus almendrasense","Phlebovirus","Phenuiviridae",1732
"12229","NC_073883.1","RNA","ssRNA(+)","ssRNA phage SRR6960797_2","Boloprevirus asiovivens","Boloprevirus","Fiersviridae",3667
"12230","NC_076346.1","DNA","ssDNA","Finch associated genomovirus 1","Gemykibivirus haeme5","Gemykibivirus","Genomoviridae",2213
"12231","NC_032574.1","RNA","RNA","Beihai picorna-like virus 120","Beihai picorna-like virus 120","Unknown","Unknown",9928
"12232","NC_025350.1","RNA","ssRNA(-)","Tuhoko virus 3","Pararubulavirus hongkongi","Pararubulavirus","Paramyxoviridae",15234
"12233","NC_074057.1","RNA","ssRNA(+)","ssRNA phage Gerhypos.4_50","Phulivirus agrivicinum","Phulivirus","Fiersviridae",3369
"12234","NC_026596.1","DNA","dsDNA","Mycobacterium phage Inventum","Cheoctovirus inventum","Cheoctovirus","Unknown",57052
"12235","NC_002665.1","DNA","dsDNA","Bovine gammaherpesvirus 4","Rhadinovirus bovinegamma4","Rhadinovirus","Orthoherpesviridae",108873
"12236","NC_031013.1","DNA","dsDNA","Lactococcus phage 28201","Lactococcus phage 28201","Unknown","Unknown",34396
"12237","NC_049468.1","DNA","dsDNA","Arthrobacter phage Zartrosa","Marthavirus zartrosa","Marthavirus","Unknown",50782
"12238","NC_030397.1","RNA","ssRNA(+)","Cronartium ribicola mitovirus 4","Unuamitovirus crri4","Unuamitovirus","Mitoviridae",2479
"12239","NC_038394.1","DNA","ssDNA(+/-)","Bat associated cyclovirus 3","Cyclovirus kiroptero","Cyclovirus","Circoviridae",1741
"12240","NC_043274.1","DNA","dsDNA","Bracoviriform inaniti","Bracoviriform inaniti","Bracoviriform","Polydnaviriformidae",330
"12241","NC_032964.1","RNA","RNA","Hubei tombus-like virus 14","Hubei tombus-like virus 14","Unknown","Unknown",4303
"12242","NC_077080.1","DNA","ssDNA(+/-)","Bat associated densovirus","Bat associated densovirus","Unknown","Parvoviridae",5063
"12243","NC_078035.1","RNA","ssRNA(-)","blackberry leaf mottle-associated virus","Emaravirus rubi","Emaravirus","Fimoviridae",1510
"12244","NC_012638.1","DNA","dsDNA","Escherichia phage RB14","Tequatrovirus RB14","Tequatrovirus","Straboviridae",165429
"12245","NC_062739.1","DNA","dsDNA","Haloferax tailed virus 1","Retbasiphovirus HFTV1","Retbasiphovirus","Haloferuviridae",38059
"12246","NC_010800.1","RNA","ssRNA(+)","Turkey coronavirus","Avian coronavirus","Gammacoronavirus","Coronaviridae",27657
"12247","NC_005886.2","DNA","dsDNA","Burkholderia phage BcepB1A","Burkholderia phage BcepB1A","Unknown","Unknown",47399
"12248","NC_030199.1","DNA","ssDNA(+/-)","Avian-like circovirus","Circovirus yaa","Circovirus","Circoviridae",1939
"12249","NC_049415.1","DNA","dsDNA","Lactococcus phage 96603","Skunavirus sv96603","Skunavirus","Unknown",30690
"12250","NC_077083.1","DNA","ssDNA(+/-)","Bat associated densovirus","Bat associated densovirus","Unknown","Parvoviridae",4887
"12251","NC_038559.1","DNA","dsDNA","Saimiri sciureus polyomavirus 1","Betapolyomavirus sasciureus","Betapolyomavirus","Polyomaviridae",5067
"12252","NC_073451.1","DNA","dsDNA","Microbacterium phage Jovita","Microbacterium phage Jovita","Dismasvirus","Unknown",41147
"12253","NC_055789.1","DNA","dsDNA","Gordonia phage IDyn","Sukkupivirus idyn","Sukkupivirus","Zierdtviridae",65218
"12254","NC_005896.2","RNA","ssRNA(+)","Strawberry pallidosis-associated virus","Strawberry pallidosis-associated virus","Crinivirus","Closteroviridae",7978
"12255","NC_042040.1","DNA","dsDNA","Rhodococcus phage Trina","Trinavirus trina","Trinavirus","Unknown",139262
"12256","NC_033148.1","RNA","RNA","Hubei picorna-like virus 60","Hubei picorna-like virus 60","Unknown","Unknown",9487
"12257","NC_070759.1","DNA","dsDNA","Aeromonas phage pAEv1818","Aeromonas phage pAEv1818","Unknown","Unknown",40808
"12258","NC_003645.1","DNA","ssDNA(+)","Milk vetch dwarf virus","Milk vetch dwarf virus","Nanovirus","Nanoviridae",985
"12259","NC_074038.1","RNA","ssRNA(+)","ssRNA phage SRR7976325_16","Onohmuvirus pelenecus","Onohmuvirus","Fiersviridae",3901
"12260","NC_033158.1","RNA","RNA","Hubei virga-like virus 2","Hubei virga-like virus 2","Unknown","Unknown",10650
"12261","NC_074093.1","RNA","ssRNA(+)","ssRNA phage SRR5467091_7","Shebanavirus borborovicinum","Shebanavirus","Fiersviridae",4002
"12262","NC_070809.1","DNA","dsDNA","Gordonia phage Dorito","Gordonia phage Dorito","Unknown","Unknown",46784
"12263","NC_026602.1","DNA","dsDNA","Pseudomonas phage vB_PaeP_PAO1_Ab05","Phikmvvirus Ab05","Phikmvvirus","Autographiviridae",43639
"12264","NC_032165.1","RNA","RNA","Hubei insect virus 2","Hubei insect virus 2","Unknown","Unknown",2010
"12265","NC_033821.1","RNA","ssRNA(+)","Qinghai Himalayan marmot astrovirus 2","Qinghai Himalayan marmot astrovirus 2","Mamastrovirus","Astroviridae",6640
"12266","NC_043555.1","RNA","ssRNA(-)","Sango virus","Orthobunyavirus sangoense","Orthobunyavirus","Peribunyaviridae",4314
"12267","NC_042108.1","DNA","dsDNA","Gordonia phage Brandonk123","Vividuovirus brandonk123","Vividuovirus","Unknown",58842
"12268","NC_003803.1","DNA","ssDNA(+/-)","South African cassava mosaic virus","South African cassava mosaic virus","Begomovirus","Geminiviridae",2800
"12269","NC_026437.1","RNA","ssRNA(-)","Influenza A virus (A/California/07/2009(H1N1))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",2151
"12270","NC_040846.1","RNA","dsRNA","Ustilaginoidea virens nonsegmented virus 2","Ustilaginoidea virens nonsegmented virus 2","Unknown","Unknown",2887
"12271","NC_009995.1","RNA","ssRNA(+)","Moroccan watermelon mosaic virus","Moroccan watermelon mosaic virus","Potyvirus","Potyviridae",9730
"12272","NC_023495.1","RNA","dsRNA","Inachis io cypovirus 2","Cypovirus 2","Cypovirus","Spinareoviridae",1185
"12273","NC_078967.1","RNA","ssRNA(-)","Batama virus","Orthobunyavirus batamaense","Orthobunyavirus","Peribunyaviridae",1020
"12274","NC_076103.1","RNA","ssRNA(-)","Hepatitis delta virus","Hepatitis delta virus","Deltavirus","Kolmioviridae",1673
"12275","NC_027811.2","RNA","dsRNA","Fengkai orbivirus","Tibet orbivirus","Orbivirus","Sedoreoviridae",2900
"12276","NC_073961.1","RNA","ssRNA(+)","ssRNA phage SRR7976300_8","Ideskevirus lutadaptatum","Ideskevirus","Fiersviridae",3456
"12277","NC_033439.1","RNA","RNA","Wenzhou tombus-like virus 5","Wenzhou tombus-like virus 5","Unknown","Unknown",4112
"12278","NC_076930.1","RNA","ssRNA(-)","Bangoran virus","Hapavirus bangoran","Hapavirus","Rhabdoviridae",14053
"12279","NC_078347.1","RNA","ssRNA(+/-)","Embossos virus","Phlebovirus embossosense","Phlebovirus","Phenuiviridae",1874
"12280","NC_024208.1","DNA","dsDNA","Lactococcus phage P118","Nevevirus P118","Nevevirus","Unknown",54173
"12281","NC_001434.1","RNA","ssRNA(+)","Hepatitis E virus","Hepatitis E virus","Unknown","Hepeviridae",7176
"12282","NC_038301.1","RNA","ssRNA(+)","Lygus lineolaris virus 1","Iflavirus lylineolaris","Iflavirus","Iflaviridae",9655
"12283","NC_032427.1","RNA","ssRNA(-)","Beihai barnacle virus 9","Pediavirus cirripedis","Pediavirus","Chuviridae",11058
"12284","NC_074359.1","RNA","RNA","ssRNA phage Gerhypos.1_15","Hohltdevirus edaphenecus","Hohltdevirus","Steitzviridae",4056
"12285","NC_051636.1","DNA","dsDNA","Mycobacterium phage BobaPhett","Cheoctovirus bobaphett","Cheoctovirus","Unknown",59815
"12286","NC_070839.1","DNA","dsDNA","Synechococcus phage S-SZBM1","Synechococcus phage S-SZBM1","Sokavirus","Kyanoviridae",177834
"12287","NC_001545.2","RNA","ssRNA(+)","Rubella virus","Rubivirus rubellae","Rubivirus","Matonaviridae",9762
"12288","NC_034557.1","RNA","ssRNA(-)","Imjin virus","Thottimvirus imjinense","Thottimvirus","Hantaviridae",3649
"12289","NC_042101.1","DNA","dsDNA","Enterococcus phage PMBT2","Efquatrovirus PMBT2","Efquatrovirus","Unknown",41489
"12290","NC_009232.2","DNA","dsDNA","Salmonella phage SETP3","Jerseyvirus SETP3","Jerseyvirus","Unknown",42572
"12291","NC_024781.1","RNA","ssRNA(-)","Orthomarburgvirus marburgense","Orthomarburgvirus marburgense","Orthomarburgvirus","Filoviridae",19114
"12292","NC_076018.1","RNA","ssRNA(+)","red clover-associated luteovirus","Luteovirus trifolii","Luteovirus","Tombusviridae",5224
"12293","NC_077869.1","RNA","ssRNA(-)","Chilibre virus","Pacuvirus chilibreense","Pacuvirus","Peribunyaviridae",1052
"12294","NC_027426.1","RNA","ssRNA(+)","Astrovirus Er/SZAL6/HUN/2011","Astrovirus Er/SZAL6/HUN/2011","Unknown","Astroviridae",7025
"12295","NC_051716.1","DNA","dsDNA","Mycobacterium phage Veteran","Cheoctovirus veteran","Cheoctovirus","Unknown",56147
"12296","NC_015414.1","RNA","ssRNA(+)","Cherry leaf roll virus","Nepovirus avii","Nepovirus","Secoviridae",7918
"12297","NC_073904.1","RNA","ssRNA(+)","ssRNA phage SRR6960507_7","Cehakivirus limihabitans","Cehakivirus","Fiersviridae",3760
"12298","NC_032567.1","RNA","RNA","Beihai sea slater virus 4","Beihai sea slater virus 4","Unknown","Unknown",12483
"12299","NC_032442.1","RNA","RNA","Beihai barnacle virus 2","Beihai barnacle virus 2","Unknown","Unknown",9154
"12300","NC_038631.1","RNA","dsRNA","Green River chinook virus","Aquareovirus B","Aquareovirus","Spinareoviridae",1367
"12301","NC_001655.1","RNA","ssRNA(+)","GB virus-B","Hepacivirus platyrrhini","Hepacivirus","Flaviviridae",9399
"12302","NC_034502.1","RNA","ssRNA(-)","Farallon virus","Orthonairovirus bushkeyense","Orthonairovirus","Nairoviridae",12132
"12303","NC_015287.1","DNA","dsDNA","Synechococcus phage S-SSM7","Lipsvirus ssm7","Lipsvirus","Kyanoviridae",232878
"12304","NC_078600.1","RNA","ssRNA(-)","Thailand tick thogotovirus","Thogotovirus thailandense","Thogotovirus","Orthomyxoviridae",2306
"12305","NC_042071.1","RNA","dsRNA","Pseudomonas phage phiYY","Cystovirus phiYY","Cystovirus","Cystoviridae",6648
"12306","NC_048742.1","DNA","dsDNA","Streptomyces phage Gilson","Gilsonvirus gilson","Gilsonvirus","Unknown",128338
"12307","NC_034506.1","RNA","ssRNA(-)","Guaroa virus","Orthobunyavirus guaroaense","Orthobunyavirus","Peribunyaviridae",4486
"12308","NC_019516.2","DNA","dsDNA","Cyanophage S-TIM5","Aurunvirus STIM5","Aurunvirus","Unknown",172474
"12309","NC_078107.1","RNA","dsRNA","Rotifer birnavirus strain Palavas","Rotifer birnavirus strain Palavas","Unknown","Birnaviridae",3334
"12310","NC_034482.1","RNA","ssRNA(-)","Capim virus","Orthobunyavirus capimense","Orthobunyavirus","Peribunyaviridae",6858
"12311","NC_015208.1","DNA","dsDNA","Pseudomonas phage phi15","Troedvirus Phi15","Troedvirus","Autographiviridae",39562
"12312","NC_079117.1","RNA","ssRNA(-)","Ness Ziona virus","Ness Ziona virus","Orthobunyavirus","Peribunyaviridae",6901
"12313","NC_004365.1","RNA","ssRNA(+)","Aphid lethal paralysis virus","Cripavirus mortiferum","Cripavirus","Dicistroviridae",9812
"12314","NC_022637.1","RNA","dsRNA","Changuinola virus","Changuinola virus","Orbivirus","Sedoreoviridae",1028
"12315","NC_043623.1","RNA","ssRNA(-)","Bellavista virus","Orthobunyavirus bellavistaense","Orthobunyavirus","Peribunyaviridae",4469
"12316","NC_038919.1","RNA","dsRNA","Rabbit picobirnavirus","Rabbit picobirnavirus","Picobirnavirus","Picobirnaviridae",2362
"12317","NC_003702.1","RNA","dsRNA","Eyach virus","Eyach coltivirus","Coltivirus","Spinareoviridae",2139
"12318","NC_074399.1","RNA","RNA","ssRNA phage Esthiorhiza.3_7","Kehruavirus humicola","Kehruavirus","Steitzviridae",3896
"12319","NC_022580.1","RNA","ssRNA(-)","Drosophila obscura sigmavirus 10A","Sigmavirus obscura","Sigmavirus","Rhabdoviridae",12676
"12320","NC_019454.1","DNA","dsDNA","Pantoea phage LIMElight","Limelightvirus limelight","Limelightvirus","Autographiviridae",44546
"12321","NC_076165.1","DNA","dsDNA","Macacine alphaherpesvirus 1","Simplexvirus macacinealpha1","Simplexvirus","Orthoherpesviridae",157321
"12322","NC_024370.1","DNA","dsDNA","Streptococcus phage IC1","Streptococcus phage IC1","Unknown","Unknown",39965
"12323","NC_001442.1","DNA","dsDNA","Epsilonpolyomavirus bovis","Epsilonpolyomavirus bovis","Epsilonpolyomavirus","Polyomaviridae",4697
