"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"4003","NC_078936.1","RNA","ssRNA(-)","Juan Diaz virus","Orthobunyavirus bushbushense","Orthobunyavirus","Peribunyaviridae",1068
"4004","NC_073822.1","RNA","RNA","ssRNA phage Esthiorhiza.4_2","Pohlydovirus arvivicinum","Pohlydovirus","Atkinsviridae",4037
"4005","NC_003649.1","RNA","ssRNA(+)","Pelargonium zonate spot virus","Pelargonium zonate spot virus","Anulavirus","Bromoviridae",3383
"4006","NC_079063.1","RNA","ssRNA(-)","Karaka Okahu purepure emaravirus","Karaka Okahu purepure emaravirus","Emaravirus","Fimoviridae",1479
"4007","NC_019843.3","RNA","ssRNA(+)","Middle East respiratory syndrome-related coronavirus","Middle East respiratory syndrome-related coronavirus","Betacoronavirus","Coronaviridae",30119
"4008","NC_006507.1","RNA","ssRNA(-)","Thogotovirus thogotoense","Thogotovirus thogotoense","Thogotovirus","Orthomyxoviridae",1418
"4009","NC_038833.1","RNA","dsRNA","Heterobasidion partitivirus 15","Heterobasidion partitivirus 15","Alphapartitivirus","Partitiviridae",1791
"4010","NC_005287.1","RNA","ssRNA(+)","Johnsongrass chlorotic stripe mosaic virus","Aureusvirus sorghi","Aureusvirus","Tombusviridae",4421
"4011","NC_025214.1","RNA","dsRNA","Botryosphaeria dothidea victorivirus 1","Botryosphaeria dothidea victorivirus 1","Victorivirus","Totiviridae",5322
"4012","NC_038705.1","RNA","ssRNA(-)","Yakeshi virus","Orthohantavirus yakeshiense","Orthohantavirus","Hantaviridae",3630
"4013","NC_077093.1","RNA","ssRNA(+)","Magnaporthe oryzae botourmiavirus 2","Magnaporthe oryzae botourmiavirus 2","Unknown","Botourmiaviridae",2250
"4014","NC_030889.1","RNA","dsRNA","Arabidopsis halleri partitivirus 1","Arabidopsis halleri partitivirus 1","Unknown","Partitiviridae",1959
"4015","NC_012543.1","RNA","dsRNA","Homalodisca vitripennis reovirus","Homalodisca vitripennis reovirus","Phytoreovirus","Sedoreoviridae",1187
"4016","NC_078767.1","RNA","ssRNA(+)","Lettuce secovirus 1","Sadwavirus lactucae","Sadwavirus","Secoviridae",6553
"4017","NC_018484.1","RNA","ssRNA(+/-)","CAS virus","Reptarenavirus californiae","Reptarenavirus","Arenaviridae",6812
"4018","NC_002022.1","RNA","ssRNA(-)","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",2233
"4019","NC_038724.1","RNA","ssRNA(-)","Bimiti virus","Bimiti orthobunyavirus","Orthobunyavirus","Peribunyaviridae",6830
"4020","NC_055451.1","RNA","dsRNA","Lates calcarifer birnavirus","Blosnavirus lati","Blosnavirus","Birnaviridae",2731
"4021","NC_073973.1","RNA","ssRNA(+)","ssRNA phage SRR6960799_16","Keghovirus borborovivens","Keghovirus","Fiersviridae",4194
"4022","NC_076881.1","RNA","ssRNA(+)","Diaporthe rudis mitovirus 1","Unuamitovirus diru1","Unuamitovirus","Mitoviridae",2455
"4023","NC_074525.1","RNA","RNA","ssRNA phage Gerhypos.1_6","Weheuvirus geovicinum","Weheuvirus","Steitzviridae",4644
"4024","NC_003481.1","RNA","ssRNA(+)","Barley stripe mosaic virus","Barley stripe mosaic virus","Hordeivirus","Virgaviridae",3289
"4025","NC_077164.1","RNA","ssRNA(-)","Aksy-Durug Melophagus sigmavirus","Aksy-Durug Melophagus sigmavirus","Unknown","Rhabdoviridae",11712
"4026","NC_040791.1","RNA","ssRNA","Neofusicoccum luteum fusarivirus 1","Alphafusarivirus neofusicocci","Alphafusarivirus","Fusariviridae",6244
"4027","NC_027918.1","RNA","ssRNA(+)","Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN","Aichivirus D","Kobuvirus","Picornaviridae",8496
"4028","NC_074414.1","RNA","RNA","ssRNA phage Zoerhiza.2_2","Lehptavirus chorenecus","Lehptavirus","Steitzviridae",4291
"4029","NC_077007.1","RNA","ssRNA(+)","Thladiantha dubia mosaic virus","Thladiantha dubia mosaic virus","Potyvirus","Potyviridae",10142
"4030","NC_014546.1","RNA","ssRNA(+)","Frangipani mosaic virus","Frangipani mosaic virus","Tobamovirus","Virgaviridae",6643
"4031","NC_073768.1","RNA","RNA","ssRNA phage ESE020","Bilifuvirus defluviicola","Bilifuvirus","Atkinsviridae",3727
"4032","NC_075015.1","RNA","ssRNA(+)","Western equine encephalitis virus","Western equine encephalitis virus","Alphavirus","Togaviridae",11562
"4033","NC_079128.1","RNA","ssRNA(-)","Allium angulosum virus 1","Allium angulosum virus 1","Unknown","Rhabdoviridae",4560
"4034","NC_078625.1","RNA","ssRNA(+)","Pineapple secovirus A","Sadwavirus alphananas","Sadwavirus","Secoviridae",4161
"4035","NC_040778.1","RNA","dsRNA","Festuca pratensis amalgavirus 2","Festuca pratensis amalgavirus 2","Unknown","Amalgaviridae",3411
"4036","NC_003625.1","RNA","ssRNA(+/-)","Impatiens necrotic spot virus","Orthotospovirus impatiensnecromaculae","Orthotospovirus","Tospoviridae",8776
"4037","NC_027551.1","RNA","dsRNA","Chenuda virus","Chenuda virus","Orbivirus","Sedoreoviridae",1005
"4038","NC_021705.2","RNA","ssRNA(+)","Thin paspalum asymptomatic virus","Panicovirus paspali","Panicovirus","Tombusviridae",4195
"4039","NC_034536.1","RNA","ssRNA(-)","Itacaiunas virus","Curiovirus itacaiunas","Curiovirus","Rhabdoviridae",12536
"4040","NC_034163.1","RNA","dsRNA","Fall chinook aquareovirus","Fall chinook aquareovirus","Aquareovirus","Spinareoviridae",1325
"4041","NC_008174.1","RNA","dsRNA","Micromonas pusilla reovirus","Micromonas pusilla reovirus","Mimoreovirus","Sedoreoviridae",2833
"4042","NC_004109.1","RNA","ssRNA(-)","La Crosse virus","Orthobunyavirus lacrosseense","Orthobunyavirus","Peribunyaviridae",4527
"4043","NC_032175.1","RNA","RNA","Hubei earwig virus 3","Hubei earwig virus 3","Unknown","Unknown",13072
"4044","NC_034448.1","RNA","ssRNA(-)","Mosqueiro virus","Hapavirus mosqueiro","Hapavirus","Rhabdoviridae",12957
"4045","NC_025376.1","RNA","ssRNA(-)","Grass carp virus","Sprivivirus esox","Sprivivirus","Rhabdoviridae",11096
"4046","NC_029123.1","RNA","ssRNA(-)","Tofla virus","Orthonairovirus japonicum","Orthonairovirus","Nairoviridae",4625
"4047","NC_055433.1","RNA","RNA","Norway phlebovirus 1","Ixovirus norvegiae","Ixovirus","Phenuiviridae",2496
"4048","NC_074575.1","RNA","RNA","ssRNA phage SRR7976326_5","Fejonovirus limenecus","Fejonovirus","Steitzviridae",3694
"4049","NC_074125.1","RNA","ssRNA(+)","ssRNA phage SRR5467090_2","Vinehtivirus limenecus","Vinehtivirus","Fiersviridae",3658
"4050","NC_055312.1","RNA","ssRNA(+/-)","Nique virus","Phlebovirus niqueense","Phlebovirus","Phenuiviridae",1744
"4051","NC_038635.1","RNA","dsRNA","Scophthalmus maximus reovirus","Aquareovirus E","Aquareovirus","Spinareoviridae",3687
"4052","NC_078578.1","RNA","RNA","Hadaka virus 1","Hadakavirus nanga","Hadakavirus","Hadakaviridae",1028
"4053","NC_012698.2","RNA","ssRNA(+)","Cassava brown streak virus","Cassava brown streak virus","Ipomovirus","Potyviridae",8995
"4054","NC_078063.1","RNA","ssRNA(+/-)","Heartland virus","Bandavirus heartlandense","Bandavirus","Phenuiviridae",3403
"4055","NC_032451.1","RNA","RNA","Beihai hepe-like virus 10","Beihai hepe-like virus 10","Unknown","Unknown",10817
"4056","NC_078997.1","RNA","ssRNA(-)","Sulina virus","Sulina virus","Orthonairovirus","Nairoviridae",4092
"4057","NC_012038.1","RNA","ssRNA(+)","Helleborus net necrosis virus","Helleborus net necrosis virus","Carlavirus","Betaflexiviridae",8542
"4058","NC_078066.1","RNA","ssRNA(+/-)","Hunter Island virus","Bandavirus albatrossense","Bandavirus","Phenuiviridae",1694
"4059","NC_034402.1","RNA","ssRNA(-)","Bruges virus","Orthohantavirus brugesense","Orthohantavirus","Hantaviridae",6538
"4060","NC_055385.1","RNA","ssRNA(+/-)","Tehran virus","Phlebovirus tehranense","Phlebovirus","Phenuiviridae",6403
"4061","NC_055215.1","RNA","ssRNA(-)","Culex phasma-like virus","Orthophasmavirus culicis","Orthophasmavirus","Phasmaviridae",6489
"4062","NC_043599.1","RNA","ssRNA(-)","Buttonwillow virus","Orthobunyavirus buttonwillowense","Orthobunyavirus","Peribunyaviridae",4469
"4063","NC_039011.1","RNA","ssRNA(+/-)","Souris virus","Mammarenavirus cameroonense","Mammarenavirus","Arenaviridae",7263
"4064","NC_074538.1","RNA","RNA","ssRNA phage Gerhypos.2_40","Weheuvirus telluricola","Weheuvirus","Steitzviridae",4149
"4065","NC_020439.1","RNA","dsRNA","Melaka orthoreovirus","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae",3896
"4066","NC_018570.2","RNA","ssRNA(+)","Macrobrachium rosenbergii Taihu virus","Macrobrachium rosenbergii Taihu virus","Unknown","Dicistroviridae",10303
"4067","NC_078604.1","RNA","RNA","Penicillium roseopurpureum negative ssRNA virus 1","Orthodiscovirus penicillii","Orthodiscovirus","Discoviridae",6505
"4068","NC_006002.1","RNA","dsRNA","St Croix River virus","St Croix River virus","Orbivirus","Sedoreoviridae",1657
"4069","NC_034261.1","RNA","ssRNA(-)","Thogotovirus dhoriense","Thogotovirus dhoriense","Thogotovirus","Orthomyxoviridae",2375
"4070","NC_076772.1","RNA","ssRNA(+)","Plasmopara viticola lesion associated ourmia-like virus 42","Betascleroulivirus thetaplasmoparae","Betascleroulivirus","Botourmiaviridae",2170
"4071","NC_076601.1","RNA","RNA","Yado-kari virus 2","Betayadokarivirus nibani","Betayadokarivirus","Yadokariviridae",5850
"4072","NC_055261.1","RNA","dsRNA","Tarumizu tick virus","Tarumizu coltivirus","Coltivirus","Spinareoviridae",3534
"4073","NC_076839.1","RNA","ssRNA(+)","Botrytis cinerea ourmia-like virus 16","Botoulivirus etabotrytidis","Botoulivirus","Botourmiaviridae",2493
"4074","NC_001554.1","RNA","ssRNA(+)","Tomato bushy stunt virus","Tombusvirus lycopersici","Tombusvirus","Tombusviridae",4776
"4075","NC_078945.1","RNA","ssRNA(-)","Gumbo Limbo virus","Orthobunyavirus maritubaense","Orthobunyavirus","Peribunyaviridae",4527
"4076","NC_075122.1","RNA","ssRNA(-)","hepatitis D virus 4","Deltavirus taiwanense","Deltavirus","Kolmioviridae",1676
"4077","NC_034517.1","RNA","ssRNA(-)","Orthohantavirus sangassouense","Orthohantavirus sangassouense","Orthohantavirus","Hantaviridae",6531
"4078","NC_023598.1","RNA","ssRNA(+)","Sclerotinia sclerotiorum mitovirus 6","Duamitovirus scsc6","Duamitovirus","Mitoviridae",2563
"4079","NC_040710.1","RNA","ssRNA(+)","Sogatella furcifera hepe-like virus","Sogatella furcifera hepe-like virus","Unknown","Hepeviridae",7312
"4080","NC_020897.1","RNA","ssRNA(+)","Arracacha virus B","Cheravirus arracaciae","Cheravirus","Secoviridae",3486
"4081","NC_043590.1","RNA","ssRNA(-)","Ingwavuma virus","Orthobunyavirus ingwavumaense","Orthobunyavirus","Peribunyaviridae",974
"4082","NC_016086.1","RNA","ssRNA(+)","Blueberry necrotic ring blotch virus","Blunervirus vaccinii","Blunervirus","Kitaviridae",2588
"4083","NC_040847.1","RNA","dsRNA","Guangxi orbivirus","Guangxi orbivirus","Orbivirus","Sedoreoviridae",2000
"4084","NC_002357.1","RNA","ssRNA(+)","Oat golden stripe virus","Oat golden stripe virus","Furovirus","Virgaviridae",3232
"4085","NC_032450.1","RNA","RNA","Beihai narna-like virus 24","Beihai narna-like virus 24","Unknown","Unknown",2677
"4086","NC_004102.1","RNA","ssRNA(+)","Hepatitis C virus genotype 1","Hepacivirus hominis","Hepacivirus","Flaviviridae",9646
"4087","NC_074515.1","RNA","RNA","ssRNA phage Esthiorhiza.4_13","Weheuvirus chthonadaptatum","Weheuvirus","Steitzviridae",4262
"4088","NC_023762.1","RNA","ssRNA(+/-)","ROUT virus","Reptarenavirus rotterdamense","Reptarenavirus","Arenaviridae",6932
"4089","NC_078301.1","RNA","ssRNA(+/-)","Penshurt virus","Phlebovirus penshurtense","Phlebovirus","Phenuiviridae",6344
"4090","NC_074402.1","RNA","RNA","ssRNA phage Gerhypos.4_29","Kehruavirus humivivens","Kehruavirus","Steitzviridae",3912
"4091","NC_033218.1","RNA","RNA","Hubei picorna-like virus 8","Hubei picorna-like virus 8","Unknown","Unknown",9668
"4092","NC_078282.1","RNA","ssRNA(-)","Chinese mitten crab virus 1","Lincruvirus sinense","Lincruvirus","Cruliviridae",836
"4093","NC_076610.1","RNA","ssRNA(+)","Pleioblastus mosaic virus","Potyvirus pleioblasti","Potyvirus","Potyviridae",9634
"4094","NC_033143.1","RNA","RNA","Changjiang narna-like virus 4","Changjiang narna-like virus 4","Unknown","Unknown",3964
"4095","NC_037572.1","RNA","dsRNA","Maize rough dwarf virus","Maize rough dwarf virus","Fijivirus","Spinareoviridae",3617
"4096","NC_074496.1","RNA","RNA","ssRNA phage SRR7976325_25","Suhnsivirus lutivivens","Suhnsivirus","Steitzviridae",3694
"4097","NC_024705.1","RNA","RNA","Cladosporium cladosporioides virus 1","Cladosporium cladosporioides polymycovirus 1","Polymycovirus","Polymycoviridae",2241
"4098","NC_038979.1","RNA","ssRNA(+)","Soybean leaf-associated mycoflexivirus 1","Soybean-associated deltaflexivirus 1","Deltaflexivirus","Deltaflexiviridae",8327
"4099","NC_005080.1","RNA","ssRNA(+/-)","Mammarenavirus juninense","Mammarenavirus juninense","Mammarenavirus","Arenaviridae",7114
"4100","NC_025490.1","RNA","dsRNA","Fako virus","Fako virus","Dinovernavirus","Spinareoviridae",1140
"4101","NC_003620.1","RNA","ssRNA(+/-)","Groundnut bud necrosis virus","Orthotospovirus arachinecrosis","Orthotospovirus","Tospoviridae",4801
"4102","NC_032803.1","RNA","RNA","Wenling picorna-like virus 1","Wenling picorna-like virus 1","Unknown","Unknown",9155
"4103","NC_038861.1","RNA","ssRNA(+)","Transmissible gastroenteritis virus","Alphacoronavirus 1","Alphacoronavirus","Coronaviridae",28586
"4104","NC_033080.1","RNA","RNA","Hubei picorna-like virus 2","Hubei picorna-like virus 2","Unknown","Unknown",9147
"4105","NC_029056.1","RNA","ssRNA","Alternaria brassicicola fusarivirus 1","Betafusarivirus alternariae","Betafusarivirus","Fusariviridae",6656
"4106","NC_033298.1","RNA","ssRNA(-)","Wenzhou qinvirus-like virus 1","Yingvirus wenzhouense","Yingvirus","Qinviridae",6009
"4107","NC_055654.1","RNA","dsRNA","Chrysothrix chrysovirus 1","Alphachrysovirus chrysothricis","Alphachrysovirus","Chrysoviridae",2879
"4108","NC_076698.1","RNA","ssRNA(-)","Amsterdam virus","Usmuvirus newyorkense","Usmuvirus","Lispiviridae",11561
"4109","NC_074531.1","RNA","RNA","ssRNA phage SRR6960799_33","Weheuvirus pelenecus","Weheuvirus","Steitzviridae",3990
"4110","NC_034391.1","RNA","ssRNA(-)","Nairobi sheep disease virus","Orthonairovirus nairobiense","Orthonairovirus","Nairoviridae",5077
"4111","NC_079065.1","RNA","ssRNA(-)","Karaka Okahu purepure emaravirus","Karaka Okahu purepure emaravirus","Emaravirus","Fimoviridae",1518
"4112","NC_030861.1","RNA","ssRNA(+)","Fusarium poae mitovirus 1","Unuamitovirus fupo1","Unuamitovirus","Mitoviridae",2397
"4113","NC_038711.1","RNA","ssRNA(-)","Hazara virus","Orthonairovirus hazaraense","Orthonairovirus","Nairoviridae",1677
"4114","NC_033030.1","RNA","RNA","Hubei coleoptera virus 1","Hubei coleoptera virus 1","Unknown","Unknown",10107
"4115","NC_032538.1","RNA","RNA","Beihai sipunculid worm virus 1","Beihai sipunculid worm virus 1","Unknown","Unknown",8879
"4116","NC_076520.1","RNA","ssRNA(+)","Ophiostoma mitovirus 3b","Duamitovirus opno3b","Duamitovirus","Mitoviridae",2332
"4117","NC_078089.1","RNA","ssRNA(+/-)","Hippeastrum chlorotic spot virus","Orthotospovirus hippeflavi","Orthotospovirus","Tospoviridae",4741
"4118","NC_033118.1","RNA","RNA","Changjiang narna-like virus 1","Changjiang narna-like virus 1","Unknown","Unknown",3229
"4119","NC_078483.1","RNA","ssRNA(-)","Lena virus","Mobatvirus lenaense","Mobatvirus","Hantaviridae",1788
"4120","NC_004756.1","RNA","ssRNA(+)","Beet western yellows virus","Beet western yellows virus","Polerovirus","Solemoviridae",5666
"4121","NC_003682.1","RNA","ssRNA","Coleus blumei viroid 2","Coleus blumei viroid 2","Coleviroid","Pospiviroidae",301
"4122","NC_021565.1","RNA","dsRNA","Rosellinia necatrix victorivirus 1","Rosellinia necatrix victorivirus 1","Victorivirus","Totiviridae",5329
"4123","NC_079104.1","RNA","ssRNA(+)","Ligustrum chlorotic spot virus","Ligustrum chlorotic spot virus","Unknown","Kitaviridae",3680
"4124","NC_011510.2","RNA","dsRNA","Rotavirus A","Rotavirus A","Rotavirus","Sedoreoviridae",2362
"4125","NC_020997.1","RNA","dsRNA","Ustilaginoidea virens RNA virus 1","Ustilaginoidea virens RNA virus 1","Victorivirus","Totiviridae",5142
"4126","NC_033822.1","RNA","RNA","Beihai picorna-like virus 59","Beihai picorna-like virus 59","Unknown","Unknown",9096
"4127","NC_039228.1","RNA","ssRNA-RT","Koala retrovirus","Koala retrovirus","Gammaretrovirus","Retroviridae",8431
"4128","NC_019415.1","RNA","ssRNA(+)","Blue squill virus A","Blue squill virus A","Potyvirus","Potyviridae",9842
"4129","NC_028395.1","RNA","ssRNA(+)","Wuhan cricket virus","Wuhan cricket virus","Unknown","Unknown",2770
"4130","NC_003509.1","RNA","ssRNA(+)","Blackcurrant reversion virus","Nepovirus ribis","Nepovirus","Secoviridae",7711
"4131","NC_025847.1","RNA","dsRNA","Dendrolimus punctatus cypovirus 22","Dendrolimus punctatus cypovirus 22","Cypovirus","Spinareoviridae",3650
"4132","NC_003741.1","RNA","ssRNA(+)","Red clover mottle virus","Comovirus trifolii","Comovirus","Secoviridae",6033
"4133","NC_043478.1","RNA","ssRNA(-)","Mothra virus","Mobuvirus mothrae","Mobuvirus","Phenuiviridae",1520
"4134","NC_040675.1","RNA","ssRNA(+)","Nesidiocoris tenuis iflavirus 1","Nesidiocoris tenuis iflavirus 1","Unknown","Iflaviridae",10663
"4135","NC_016038.2","RNA","ssRNA(+)","Brassica yellows virus","Turnip yellows virus","Polerovirus","Solemoviridae",5666
"4136","NC_076615.1","RNA","ssRNA(+)","Entoleuca gammaflexivirus 1","Gammaflexivirus EntGFV-1","Gammaflexivirus","Gammaflexiviridae",9221
"4137","NC_032208.1","RNA","RNA","Hubei sobemo-like virus 15","Hubei sobemo-like virus 15","Unknown","Unknown",3049
"4138","NC_032641.1","RNA","RNA","Beihai sesarmid crab virus 2","Beihai sesarmid crab virus 2","Unknown","Unknown",8351
"4139","NC_007665.1","RNA","dsRNA","Yunnan orbivirus","Yunnan orbivirus","Orbivirus","Sedoreoviridae",825
"4140","NC_039224.1","RNA","ssRNA(+)","Beet soil-borne mosaic virus","Beet soil-borne mosaic virus","Benyvirus","Benyviridae",1720
"4141","NC_040508.1","RNA","ssRNA(+)","Wheat spindle streak mosaic virus","Wheat spindle streak mosaic virus","Bymovirus","Potyviridae",7557
"4142","NC_030881.1","RNA","dsRNA","Fusarium poae alternavirus 1","Fusarium poae alternavirus 1","Alternavirus","Alternaviridae",2482
"4143","NC_033308.1","RNA","RNA","Hubei noda-like virus 9","Hubei noda-like virus 9","Unknown","Unknown",1692
"4144","NC_074256.1","RNA","RNA","ssRNA phage SRR6960799_35","Bahnicevirus limicola","Bahnicevirus","Steitzviridae",4012
"4145","NC_033777.1","RNA","ssRNA(+)","Clematis chlorotic mottle virus","Pelarspovirus clematis","Pelarspovirus","Tombusviridae",3880
"4146","NC_078287.1","RNA","RNA","Carcinus maenas portunibunyavirus 1","Carcinus maenas portunibunyavirus 1","Unknown","Unknown",3244
"4147","NC_032228.1","RNA","RNA","Hubei sobemo-like virus 27","Hubei sobemo-like virus 27","Unknown","Unknown",3344
"4148","NC_076453.1","RNA","ssRNA(-)","Plasmopara viticola lesion associated mononegaambi virus 3","Penicillimonavirus gammaplasmopara","Penicillimonavirus","Mymonaviridae",6153
"4149","NC_001502.1","RNA","ssRNA-RT","Moloney murine sarcoma virus","Moloney murine sarcoma virus","Gammaretrovirus","Retroviridae",5833
"4150","NC_032915.1","RNA","RNA","Hubei narna-like virus 11","Hubei narna-like virus 11","Unknown","Unknown",5313
"4151","NC_074267.1","RNA","RNA","ssRNA phage Gerhypos.4_54","Bahnicevirus tellurenecus","Bahnicevirus","Steitzviridae",4016
"4152","NC_038714.1","RNA","ssRNA(-)","Herbert virus strain F23/CI/2004","Herbevirus herberti","Herbevirus","Peribunyaviridae",7428
"4153","NC_034404.1","RNA","ssRNA(-)","Jeju virus","Orthohantavirus jejuense","Orthohantavirus","Hantaviridae",3570
"4154","NC_005818.1","RNA","ssRNA(+)","Sclerophthora macrospora virus A","Sclerophthora macrospora virus A","Unknown","Unknown",1981
"4155","NC_010710.1","RNA","ssRNA(+)","Radish mosaic virus","Comovirus raphani","Comovirus","Secoviridae",4020
"4156","NC_078894.1","RNA","ssRNA(-)","Termeil virus","Termeil virus","Unknown","Peribunyaviridae",4471
