"","Accession","Species","Genus","Family"
"7257","NC_012532.1","Orthoflavivirus zikaense","Orthoflavivirus","Flaviviridae"
"7258","NC_078132.1","Orthonairovirus issykkulense","Orthonairovirus","Nairoviridae"
"7259","NC_048627.1","Tequintavirus SP15","Tequintavirus","Demerecviridae"
"7260","NC_074078.1","Psimevirus caenivicinum","Psimevirus","Fiersviridae"
"7261","NC_013920.1","Marafivirus oleae","Marafivirus","Tymoviridae"
"7263","NC_043653.1","Orthobunyavirus bozoense","Orthobunyavirus","Peribunyaviridae"
"7264","NC_078526.1","Mykissvirus tructae","Mykissvirus","Orthomyxoviridae"
"7266","NC_024305.1","Solanum mosaic Bolivia virus","Begomovirus","Geminiviridae"
"7268","NC_002064.1","Leishmania RNA virus 2","Leishmaniavirus","Totiviridae"
"7269","NC_027356.1","Tequintavirus DT57C","Tequintavirus","Demerecviridae"
"7270","NC_011704.1","Rabbit calicivirus Australia 1 MIC-07","Lagovirus","Caliciviridae"
"7271","NC_006264.1","Gremmeniella abietina mitochondrial RNA virus S2","Mitovirus","Mitoviridae"
"7278","NC_076022.1","Chinese shrew hepatitis B virus","Orthohepadnavirus","Hepadnaviridae"
"7281","NC_055653.1","Cilevirus passiflorae","Cilevirus","Kitaviridae"
"7283","NC_030291.1","Pegivirus pteropi","Pegivirus","Flaviviridae"
"7286","NC_076737.1","Betabotoulivirus betaplasmoparae","Betabotoulivirus","Botourmiaviridae"
"7287","NC_055499.1","Hollyhock yellow vein virus","Begomovirus","Geminiviridae"
"7289","NC_001332.1","Lineavirus I22","Lineavirus","Inoviridae"
"7290","NC_055504.1","Cytorhabdovirus caricae","Cytorhabdovirus","Rhabdoviridae"
"7291","NC_008520.2","Anticarsia gemmatalis nucleopolyhedrovirus","Alphabaculovirus","Baculoviridae"
"7293","NC_034161.1","Otarine picobirnavirus","Picobirnavirus","Picobirnaviridae"
"7296","NC_011335.1","Toursvirus dptv1a","Toursvirus","Ascoviridae"
"7297","NC_008252.1","Gammabaculovirus neabietis","Gammabaculovirus","Baculoviridae"
"7299","NC_044855.1","Norwalk virus","Norovirus","Caliciviridae"
"7301","NC_076663.1","Alphayadokarivirus yonbani","Alphayadokarivirus","Yadokariviridae"
"7303","NC_025408.1","Lyssavirus Ozernoe","Lyssavirus","Rhabdoviridae"
"7304","NC_038495.1","Gemygorvirus ptero1","Gemygorvirus","Genomoviridae"
"7305","NC_076780.1","Gammascleroulivirus betaplasmoparae","Gammascleroulivirus","Botourmiaviridae"
"7306","NC_076788.1","Botoulivirus deltaplasmoparae","Botoulivirus","Botourmiaviridae"
"7307","NC_074606.1","Gredihovirus edaphocola","Gredihovirus","Steitzviridae"
"7308","NC_038531.1","Treisetapapillomavirus 1","Treisetapapillomavirus","Papillomaviridae"
"7311","NC_001560.1","Vesiculovirus indiana","Vesiculovirus","Rhabdoviridae"
"7312","NC_005286.1","Alphacarmovirus pelargonii","Alphacarmovirus","Tombusviridae"
"7316","NC_076518.1","Duamitovirus opno1a","Duamitovirus","Mitoviridae"
"7318","NC_024379.1","Kayfunavirus PE31","Kayfunavirus","Autographiviridae"
"7319","NC_016519.1","Clitoria yellow mottle virus","Tobamovirus","Virgaviridae"
"7320","NC_055609.1","Parsley severe stunt associated virus","Nanovirus","Nanoviridae"
"7321","NC_078365.1","Emaravirus perillae","Emaravirus","Fimoviridae"
"7322","NC_015504.1","Badnavirus etavirgamusae","Badnavirus","Caulimoviridae"
"7323","NC_009892.1","Peach chlorotic mottle virus","Foveavirus","Betaflexiviridae"
"7325","NC_038628.1","Aquareovirus B","Aquareovirus","Spinareoviridae"
"7327","NC_030240.1","Alphabaculovirus capomonae","Alphabaculovirus","Baculoviridae"
"7328","NC_038844.1","Cryptosporidium parvum virus 1","Cryspovirus","Partitiviridae"
"7329","NC_030650.1","Omegatorquevirus hominid1","Omegatorquevirus","Anelloviridae"
"7330","NC_005235.1","Orthohantavirus dobravaense","Orthohantavirus","Hantaviridae"
"7331","NC_015374.1","Phlebovirus candiruense","Phlebovirus","Phenuiviridae"
"7334","NC_020448.1","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae"
"7336","NC_043246.1","Feldmannia irregularis virus a","Phaeovirus","Phycodnaviridae"
"7337","NC_076653.1","Mexico trichovirus","Trichovirus","Betaflexiviridae"
"7338","NC_011568.1","Varicosavirus lactucae","Varicosavirus","Rhabdoviridae"
"7339","NC_004091.1","Stachytarpheta leaf curl virus","Begomovirus","Geminiviridae"
"7340","NC_039010.1","Mammarenavirus ryukyuense","Mammarenavirus","Arenaviridae"
"7341","NC_055131.1","Chilli leaf curl Sri Lanka virus","Begomovirus","Geminiviridae"
"7342","NC_047920.1","Vectrevirus CrRp3","Vectrevirus","Autographiviridae"
"7344","NC_005258.1","Betatectivirus Bam35","Betatectivirus","Tectiviridae"
"7347","NC_074382.1","Huhbevirus geoadaptatum","Huhbevirus","Steitzviridae"
"7349","NC_076253.1","Porcine associated porprismacovirus","Porprismacovirus","Smacoviridae"
"7350","NC_009875.1","Rosenblumvirus SAP2","Rosenblumvirus","Rountreeviridae"
"7354","NC_004162.2","Chikungunya virus","Alphavirus","Togaviridae"
"7355","NC_076942.1","Mutorquevirus equid2","Mutorquevirus","Anelloviridae"
"7356","NC_025707.1","Seawadnavirus kuhtahan","Seawadnavirus","Bacilladnaviridae"
"7357","NC_006564.1","Taupapillomavirus 1","Taupapillomavirus","Papillomaviridae"
"7358","NC_038351.1","Gammatorquevirus homidi4","Gammatorquevirus","Anelloviridae"
"7359","NC_026164.1","Gemycircularvirus sewopo1","Gemycircularvirus","Genomoviridae"
"7362","NC_017685.1","Ephemerovirus obodhiang","Ephemerovirus","Rhabdoviridae"
"7363","NC_074541.1","Weheuvirus tellurivivens","Weheuvirus","Steitzviridae"
"7368","NC_073892.1","Brudgevirus defluviicola","Brudgevirus","Fiersviridae"
"7370","NC_040617.1","Wawtorquevirus crice2","Wawtorquevirus","Anelloviridae"
"7371","NC_001836.1","Little cherry virus 1","Velarivirus","Closteroviridae"
"7372","NC_079107.1","Dhati Welel mammarenavirus","Mammarenavirus","Arenaviridae"
"7373","NC_076922.1","Pelmivirus eymattense","Pelmivirus","Xinmoviridae"
"7374","NC_048204.1","Warwickvirus mar001J1","Warwickvirus","Drexlerviridae"
"7376","NC_014524.1","Great Island virus","Orbivirus","Sedoreoviridae"
"7377","NC_007021.1","Twortvirus twort","Twortvirus","Herelleviridae"
"7378","NC_076763.1","Magoulivirus psiplasmoparae","Magoulivirus","Botourmiaviridae"
"7379","NC_040653.1","Fusarium asiaticum victorivirus 1","Victorivirus","Totiviridae"
"7382","NC_027531.1","Alphapolyomavirus ranorvegicus","Alphapolyomavirus","Polyomaviridae"
"7383","NC_004732.1","Melon chlorotic leaf curl virus","Begomovirus","Geminiviridae"
"7385","NC_078575.1","Hadakavirus nanga","Hadakavirus","Hadakaviridae"
"7386","NC_043634.1","Orthobunyavirus melajoense","Orthobunyavirus","Peribunyaviridae"
"7387","NC_031054.1","Wphvirus megatron","Wphvirus","Herelleviridae"
"7388","NC_038368.1","Mamastrovirus 17","Mamastrovirus","Astroviridae"
"7390","NC_047981.1","Pijolavirus PspYZU08","Pijolavirus","Autographiviridae"
"7391","NC_073955.1","Hahdsevirus borborenecus","Hahdsevirus","Fiersviridae"
"7392","NC_021529.2","Mylasvirus persius","Mylasvirus","Straboviridae"
"7393","NC_043237.1","Paramecium bursaria Chlorella virus SC1A","Chlorovirus","Phycodnaviridae"
"7397","NC_029085.1","Elderberry carlavirus A","Carlavirus","Betaflexiviridae"
"7400","NC_016896.1","Astrovirus wild boar/WBAstV-1/2011/HUN","Mamastrovirus","Astroviridae"
"7402","NC_078955.1","Orthobunyavirus cuchillaense","Orthobunyavirus","Peribunyaviridae"
"7403","NC_007022.1","Biquartavirus 44RR2","Biquartavirus","Straboviridae"
"7404","NC_006020.1","African horse sickness virus","Orbivirus","Sedoreoviridae"
"7406","NC_021203.1","Porprismacovirus porci2","Porprismacovirus","Smacoviridae"
"7407","NC_026144.1","Gemykrogvirus sewopo1","Gemykrogvirus","Genomoviridae"
"7409","NC_076602.1","Betayadokarivirus sanbani","Betayadokarivirus","Yadokariviridae"
"7410","NC_078847.1","Emaravirus populi","Emaravirus","Fimoviridae"
"7411","NC_002543.1","Horseradish curly top virus","Curtovirus","Geminiviridae"
"7412","NC_055596.1","Pepper blistering leaf virus","Begomovirus","Geminiviridae"
"7413","NC_076866.1","Tocinivirus aphisi","Tocinivirus","Mesoniviridae"
"7414","NC_012540.1","Homalodisca vitripennis reovirus","Phytoreovirus","Sedoreoviridae"
"7415","NC_038370.1","Alphabaculovirus wisignatae","Alphabaculovirus","Baculoviridae"
"7416","NC_033484.1","Yingvirus wuhanense","Yingvirus","Qinviridae"
"7417","NC_021472.1","Taupapillomavirus 3","Taupapillomavirus","Papillomaviridae"
"7418","NC_076974.1","Betanucleorhabdovirus rhododendri","Betanucleorhabdovirus","Rhabdoviridae"
"7419","NC_011588.1","Alphanudivirus oryrhinocerotis","Alphanudivirus","Nudiviridae"
"7420","NC_055375.1","Loanvirus brunaense","Loanvirus","Hantaviridae"
"7421","NC_028476.1","Botrytis botoulivirus","Botoulivirus","Botourmiaviridae"
"7422","NC_003405.1","Bhendi yellow vein betasatellite","Betasatellite","Tolecusatellitidae"
"7423","NC_043554.1","Orthobunyavirus saboense","Orthobunyavirus","Peribunyaviridae"
"7424","NC_018151.1","Citrus chlorotic dwarf associated virus","Citlodavirus","Geminiviridae"
"7425","NC_031223.1","Shangavirus shuangaoense","Shangavirus","Peribunyaviridae"
"7426","NC_038906.1","Faba bean yellow leaf virus","Nanovirus","Nanoviridae"
"7427","NC_043410.1","Varicellovirus phocidalpha1","Varicellovirus","Orthoherpesviridae"
"7429","NC_006495.1","Thogotovirus thogotoense","Thogotovirus","Orthomyxoviridae"
"7430","NC_027815.1","Tibet orbivirus","Orbivirus","Sedoreoviridae"
"7431","NC_073998.1","Mehraxmevirus pedohabitans","Mehraxmevirus","Fiersviridae"
"7432","NC_055382.1","Phlebovirus medjerdaense","Phlebovirus","Phenuiviridae"
"7433","NC_007155.1","Fiji disease virus","Fijivirus","Spinareoviridae"
"7439","NC_079037.1","Hartmanivirus quadrati","Hartmanivirus","Arenaviridae"
"7443","NC_047720.1","Kayvirus G1","Kayvirus","Herelleviridae"
"7444","NC_038763.1","Nepovirus vaccinii","Nepovirus","Secoviridae"
"7445","NC_038539.1","Dependoparvovirus pinniped1","Dependoparvovirus","Parvoviridae"
"7446","NC_067218.1","Aurodevirus hiberniae","Aurodevirus","Suoliviridae"
"7447","NC_036621.1","Deltainfluenzavirus influenzae","Deltainfluenzavirus","Orthomyxoviridae"
"7448","NC_004733.1","Malvastrum yellow vein betasatellite","Betasatellite","Tolecusatellitidae"
"7449","NC_071080.1","Streptococcus phage P9853","Brussowvirus","Aliceevansviridae"
"7450","NC_076027.1","Alphapolyomavirus tubelangeri","Alphapolyomavirus","Polyomaviridae"
"7451","NC_055555.1","Manticavirus phascolarctidgamma1","Manticavirus","Orthoherpesviridae"
"7455","NC_040583.1","Boa constrictor papillomavirus 1","Dyomupapillomavirus","Papillomaviridae"
"7456","NC_079186.1","Aeromonas phage BUCT696","Pahsextavirus","Chaseviridae"
"7457","NC_077835.1","Orthobunyavirus manzanillaense","Orthobunyavirus","Peribunyaviridae"
"7460","NC_001414.1","Bovine leukemia virus","Deltaretrovirus","Retroviridae"
"7461","NC_007523.1","Coniothyrium minitans RNA virus","Victorivirus","Totiviridae"
"7463","NC_007660.1","Yunnan orbivirus","Orbivirus","Sedoreoviridae"
"7464","NC_039207.1","Hedgehog coronavirus 1","Betacoronavirus","Coronaviridae"
"7466","NC_075965.1","Porcine mastadenovirus B","Mastadenovirus","Adenoviridae"
"7467","NC_074137.1","Wyahnevirus asiohabitans","Wyahnevirus","Fiersviridae"
"7468","NC_009252.1","Rice gall dwarf virus","Phytoreovirus","Sedoreoviridae"
"7469","NC_038913.1","Ageratum yellow vein Hualian virus","Begomovirus","Geminiviridae"
"7470","NC_055549.1","Codiaeum leaf curl betasatellite","Betasatellite","Tolecusatellitidae"
"7471","NC_038349.1","Etatorquevirus felid2","Etatorquevirus","Anelloviridae"
"7473","NC_007367.1","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae"
"7475","NC_043332.1","Bracoviriform facetosae","Bracoviriform","Polydnaviriformidae"
"7477","NC_023765.1","Alethinophid 2 reptarenavirus","Reptarenavirus","Arenaviridae"
"7478","NC_008963.1","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae"
"7479","NC_079001.1","Songling virus","Orthonairovirus","Nairoviridae"
"7480","NC_005233.1","Orthohantavirus dobravaense","Orthohantavirus","Hantaviridae"
"7481","NC_008251.1","Malva mosaic virus","Potexvirus","Alphaflexiviridae"
"7482","NC_038720.1","Orthobunyavirus horizonteense","Orthobunyavirus","Peribunyaviridae"
"7484","NC_021799.1","Cellubavirus phi19una","Cellubavirus","Assiduviridae"
"7485","NC_017005.1","Cassava mosaic Madagascar virus","Begomovirus","Geminiviridae"
"7487","NC_002211.1","Betainfluenzavirus influenzae","Betainfluenzavirus","Orthomyxoviridae"
"7488","NC_019413.1","Sulfolobales Mexican rudivirus 1","Rudivirus","Rudiviridae"
"7489","NC_029036.1","Cheravirus ribis","Cheravirus","Secoviridae"
"7490","NC_049386.1","Peduovirus P22H1","Peduovirus","Peduoviridae"
"7495","NC_029091.1","Mosigvirus mar005p1","Mosigvirus","Straboviridae"
"7496","NC_036475.1","Piscine orthoreovirus","Orthoreovirus","Spinareoviridae"
"7497","NC_076276.1","Gemycircularvirus solas1","Gemycircularvirus","Genomoviridae"
"7498","NC_027208.1","Betafusarivirus sclerotiniae","Betafusarivirus","Fusariviridae"
"7499","NC_040763.1","Mammarenavirus aporeense","Mammarenavirus","Arenaviridae"
"7500","NC_004153.1","Tomato leaf curl Vietnam virus","Begomovirus","Geminiviridae"
"7501","NC_076556.1","Duamitovirus scsc3","Duamitovirus","Mitoviridae"
"7502","NC_021803.1","Baltivirus phi13duo","Baltivirus","Pachyviridae"
"7503","NC_038680.1","Papaya leaf curl India betasatellite","Betasatellite","Tolecusatellitidae"
"7504","NC_035133.1","Doupovirus australiaense","Doupovirus","Xinmoviridae"
"7505","NC_038818.1","Quaranjavirus quaranfilense","Quaranjavirus","Orthomyxoviridae"
"7508","NC_003773.1","Rice dwarf virus","Phytoreovirus","Sedoreoviridae"
"7510","NC_079118.1","Ness Ziona virus","Orthobunyavirus","Peribunyaviridae"
"7511","NC_003313.1","Longwoodvirus K139","Longwoodvirus","Peduoviridae"
"7512","NC_025809.1","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae"
"7513","NC_003569.1","Elm mottle virus","Ilarvirus","Bromoviridae"
"7516","NC_024216.1","Bastillevirus CAM003","Bastillevirus","Herelleviridae"
"7518","NC_028236.1","Ledantevirus kumasi","Ledantevirus","Rhabdoviridae"
"7519","NC_009020.1","Pipistrellus bat coronavirus HKU5","Betacoronavirus","Coronaviridae"
"7521","NC_028957.1","Gaprivervirus vr26","Gaprivervirus","Straboviridae"
"7523","NC_078356.1","Phlebovirus perkerraense","Phlebovirus","Phenuiviridae"
"7524","NC_038470.1","Tomato leaf curl New Delhi virus 2","Begomovirus","Geminiviridae"
"7526","NC_004651.1","Squash leaf curl Yunnan virus","Begomovirus","Geminiviridae"
"7527","NC_055744.1","Shandvirus sb64","Shandvirus","Kyanoviridae"
"7528","NC_018280.1","Siovirus coreense","Siovirus","Zobellviridae"
"7529","NC_055330.1","Phlebovirus alenquerense","Phlebovirus","Phenuiviridae"
"7530","NC_043176.1","Orthohantavirus oxbowense","Orthohantavirus","Hantaviridae"
"7531","NC_012210.1","Red clover vein mosaic virus","Carlavirus","Betaflexiviridae"
"7532","NC_076513.1","Simplexvirus macropodidalpha2","Simplexvirus","Orthoherpesviridae"
"7533","NC_078103.1","Coguvirus eburi","Coguvirus","Phenuiviridae"
"7535","NC_011050.1","Steller sea lion vesivirus","Vesivirus","Caliciviridae"
"7536","NC_013109.1","Primula malacoides virus 1","Betapartitivirus","Partitiviridae"
"7539","NC_011070.1","Ourmia melon virus","Ourmiavirus","Botourmiaviridae"
"7541","NC_076921.1","Phelinovirus aphidis","Phelinovirus","Lispiviridae"
"7542","NC_001574.1","Cacao swollen shoot virus","Badnavirus","Caulimoviridae"
"7544","NC_038992.1","Sida golden yellow spot virus","Begomovirus","Geminiviridae"
"7549","NC_038381.1","Badnavirus alphadioscoreae","Badnavirus","Caulimoviridae"
"7550","NC_011918.1","Pepper veinal mottle virus","Potyvirus","Potyviridae"
"7551","NC_012492.1","Tomato leaf curl Patna virus","Begomovirus","Geminiviridae"
"7554","NC_037574.1","Maize rough dwarf virus","Fijivirus","Spinareoviridae"
"7555","NC_028938.1","Bottigliavirus ABV2","Bottigliavirus","Ampullaviridae"
"7556","NC_073948.1","Gehnevirus pelenecus","Gehnevirus","Fiersviridae"
"7557","NC_055264.1","Rotavirus J","Rotavirus","Sedoreoviridae"
"7558","NC_007818.1","Alphatrevirus ID21","Alphatrevirus","Microviridae"
"7559","NC_027040.1","Ageratum yellow vein virus","Begomovirus","Geminiviridae"
"7563","NC_055496.1","Mashua virus Y","Potyvirus","Potyviridae"
"7564","NC_021299.1","Bongovirus bongo","Bongovirus","Vilmaviridae"
"7565","NC_076742.1","Magoulivirus gammaplasmoparae","Magoulivirus","Botourmiaviridae"
"7566","NC_005062.1","Orthoflavivirus omskense","Orthoflavivirus","Flaviviridae"
"7567","NC_003737.1","Rice black streaked dwarf virus","Fijivirus","Spinareoviridae"
"7568","NC_028780.1","Tequatrovirus slur07","Tequatrovirus","Straboviridae"
"7569","NC_025448.1","Tequatrovirus RB27","Tequatrovirus","Straboviridae"
"7570","NC_076836.1","Botoulivirus deltabotrytidis","Botoulivirus","Botourmiaviridae"
"7571","NC_005221.1","Uukuvirus uukuniemiense","Uukuvirus","Phenuiviridae"
"7572","NC_043217.1","Ascovirus TnAV2a","Ascovirus","Ascoviridae"
"7573","NC_014712.1","Southern rice black-streaked dwarf virus","Fijivirus","Spinareoviridae"
"7574","NC_009537.1","Citrus variegation virus","Ilarvirus","Bromoviridae"
"7575","NC_043081.1","Cucumber vein-clearing virus","Carlavirus","Betaflexiviridae"
"7578","NC_001417.2","Emesvirus zinderi","Emesvirus","Fiersviridae"
"7579","NC_001488.1","Primate T-lymphotropic virus 2","Deltaretrovirus","Retroviridae"
"7580","NC_005982.1","Blosnavirus channae","Blosnavirus","Birnaviridae"
"7581","NC_047820.1","Nouzillyvirus ESCO41","Nouzillyvirus","Drexlerviridae"
"7582","NC_019404.1","Guelphvirus ACGM12","Guelphvirus","Drexlerviridae"
"7583","NC_074175.1","Alehndavirus ruminicola","Alehndavirus","Blumeviridae"
"7584","NC_040809.1","Cacao Bacilliform SriLanka Virus","Badnavirus","Caulimoviridae"
"7585","NC_037616.1","Arrabida virus","Phlebovirus","Phenuiviridae"
"7586","NC_014635.1","Tulanevirus as4","Tulanevirus","Straboviridae"
"7587","NC_034491.1","Orthobunyavirus nyandoense","Orthobunyavirus","Peribunyaviridae"
"7588","NC_004006.1","Broad bean mottle virus","Bromovirus","Bromoviridae"
"7589","NC_074109.1","Stehlmavirus lutihabitans","Stehlmavirus","Fiersviridae"
"7591","NC_055756.1","Wotdevirus murinus","Wotdevirus","Intestiviridae"
"7595","NC_015230.1","Cafeteriavirus-dependent mavirus","Mavirus","Lavidaviridae"
"7598","NC_022619.1","Rhizoctonia cerealis alphaendornavirus 1","Alphaendornavirus","Endornaviridae"
"7601","NC_015451.1","Phlebovirus aguacateense","Phlebovirus","Phenuiviridae"
"7603","NC_055357.1","Phlebovirus odrenisrouense","Phlebovirus","Phenuiviridae"
"7604","NC_077105.1","Actinidia cytorhabdovirus JS27","Cytorhabdovirus","Rhabdoviridae"
"7607","NC_007151.1","Alphabaculovirus chrychalcites","Alphabaculovirus","Baculoviridae"
"7610","NC_008848.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"7611","NC_029551.1","Emaravirus tritici","Emaravirus","Fimoviridae"
"7612","NC_078903.1","Alajuela orthobunyavirus","Orthobunyavirus","Peribunyaviridae"
"7613","NC_025347.1","Metaavulavirus tennessense","Metaavulavirus","Paramyxoviridae"
"7615","NC_006025.1","Bluetongue virus","Orbivirus","Sedoreoviridae"
